MDS1_euc,MDS2_euc,cluster
0.5145805869599881,0.7681402323147373,0
-0.019887635415564136,-1.03695403349409,1
-0.5285515712485531,-0.27497551122740876,1
1.3905951691773524,-1.9784886741174776,0
-0.5761411594695726,0.21041602414388666,1
-0.32237425092693156,0.10480173935299684,1
-0.5285515712449146,-0.27497551123257513,1
0.7327920457202527,-0.671492312982492,0
0.4990451995246301,-0.5305960963927966,0
-0.5174201024910976,3.778921105313953,2
-0.06599275431004456,0.16507067463965586,1
0.05203640525738309,0.5760828437201118,1
0.7108081993015003,-0.5788483166612123,0
-1.5682029109265443,-1.0225934181915872,1
-0.1292134472123744,0.35043988986072944,1
-0.792000633691277,-0.6313670114476997,1
1.3728673490861065,-0.6493963977049438,0
1.6242449917447386,-0.16528902423502084,0
-0.7828563194283142,-0.8741668296184294,1
0.13212501460902937,-1.1718887015900106,1
-0.5761411594695727,0.21041602414388658,1
0.7869248875708965,-0.28278944870815115,0
0.052036405248363955,0.5760828437232275,1
0.8862356813904687,0.23758263299129592,0
1.5667844210963762,0.649477267534147,0
0.4990451995525823,-0.5305960963118348,0
-0.02236489809539487,0.19758188049107142,1
0.8862356813904684,0.23758263299129687,0
-0.5174461817023436,3.7789172889470715,2
-0.5125814022462346,3.7796260233781593,2
1.65694818961787,0.07724041472347928,0
0.7054429328497804,-0.7587687102443803,0
-0.5163741953615033,3.779074009972726,2
1.4179152503161807,0.7247480402695493,0
-0.7828563194359451,-0.8741668296098914,1
-0.3223742510041852,0.10480173946443194,1
-0.34253139713810227,-2.4309506267409446,1
0.49904519952493664,-0.5305960963918919,0
-1.568202910955863,-1.0225934181419012,1
-1.5682029108954887,-1.0225934182442185,1
-1.5682029109611177,-1.022593418132994,1
0.49904519954550053,-0.5305960963323355,0
0.8379860663104246,0.1083011170067473,0
1.4930447943244125,0.8500465011753096,0
-0.12921344721237446,0.3504398898607291,1
-0.7920006336912698,-0.6313670114477103,1
-0.7920006336913095,-0.6313670114476594,1
1.0470181108603533,-0.8690178207734814,0
1.3728673493396908,-0.6493963969926947,0
-1.5682029109495739,-1.0225934181525584,1
0.05203640525685722,0.5760828437202933,1
0.8379860663104297,0.10830111700648846,0
-0.576141159469573,0.21041602414388672,1
1.5194523398688142,-0.44994211496611963,0
-0.5285515712484856,-0.2749755112275038,1
1.4179268559883618,0.7247316938201823,0
-0.3361515252887914,-0.0640122531457804,1
-1.5682029177167307,-1.0225934066841942,1
0.7677069686299725,-0.9554513540699221,0
1.097582190835382,-0.13611789503346008,0
1.2662601447604886,-1.0162943811701604,0
-0.7920006336913096,-0.6313670114476592,1
-0.048963799274462656,0.7382264053200175,1
1.1918354972429834,0.19778588317444507,0
-1.5682029109181386,-1.0225934182058312,1
-0.011169130292191947,0.9606128734881721,1
0.8164385916828633,-0.7033910718549296,0
1.2662601453258586,-1.0162943804835622,0
-0.01596634318157924,0.06392013225285206,1
-0.7920006336913094,-0.6313670114476592,1
-0.5169500532418322,3.778989859787442,2
0.73279204572088,-0.6714923129815555,0
-0.5285515712472354,-0.27497551122927966,1
-0.7920006336912732,-0.6313670114477068,1
-0.5168437540413853,3.7790054000156545,2
0.8268502864973764,-0.4797908968342797,0
-0.5168876577857424,3.778998981951905,2
1.0387563305917304,0.33151263984362045,0
-1.5682029109044366,-1.022593418229052,1
0.5290974763358448,0.859429753535016,0
0.8518392603604593,-0.14730675230385615,0
-0.1872095737134472,0.7134779481571865,1
-1.5682029112299722,-1.022593417677364,1
-0.7828563194781847,-0.8741668295626334,1
1.1208190707188432,-0.2613389691788342,0
1.0975822034739586,-0.13611817357878248,0
-0.5761411594695734,0.21041602414388672,1
-0.5169023019410435,3.778996841082462,2
1.6242499150506753,-0.16534417190618184,0
-1.5682029110430318,-1.022593417994175,1
-1.568202910960427,-1.022593418134165,1
0.8164385926808385,-0.7033910700439256,0
0.21661652671324377,0.37892486765932376,0
-0.7920006336916509,-0.6313670114472164,1
-0.2929127025626005,0.4731603578640295,1
0.7054429622452252,-0.7587686823284555,0
-0.06118015787512763,0.2833144659660613,1
-0.08220046180787852,0.30824152542116046,1
1.1208188003686708,-0.261343525470281,0
-0.7920006336913071,-0.6313670114476626,1
-0.12921344721237452,0.3504398898607288,1
0.4990451997333908,-0.5305960957881803,0
-0.06599275431007098,0.1650706746396959,1
-0.5161578117677851,3.779105607081283,2
-0.7920006336914087,-0.6313670114475307,1
0.7889851091811847,-0.015198350724377464,0
-0.022364898095362695,0.1975818804910111,1
-0.7828563195195412,-0.8741668295163633,1
1.097582190667903,-0.13611789134239136,0
1.5194523300864948,-0.44994216250082886,0
-0.1292134472123745,0.35043988986072894,1
1.266260145086057,-1.0162943807747835,0
-0.7828563194353452,-0.8741668296105628,1
-0.7920006336913022,-0.631367011447669,1
-0.7828563187795731,-0.874166830344248,1
1.2727525281059955,-0.7567091465613083,0
-0.1872095737162908,0.7134779481570525,1
0.8518392603596234,-0.14730675229745352,0
-0.33615152526391606,-0.06401225317970102,1
0.8801174920684613,-0.5604356889721078,0
1.1054452664550312,0.6941514742187767,0
-0.5182238493195599,3.778803402935538,2
-1.6479479172062506,-0.4901124782274753,1
1.1005702636722712,2.270016366726299,2
0.7327920457202999,-0.6714923129824203,0
-1.6479479171997895,-0.49011247825881404,1
2.328824788618326,0.34154958384185924,0
-0.3361515251605543,-0.06401225332050502,1
-1.5682029109633318,-1.0225934181292429,1
1.0470181469886584,-0.8690177692934777,0
-0.3223742508660101,0.10480173926528534,1
-0.3223742509112591,0.10480173933043524,1
-0.32237425093488903,0.10480173936458709,1
-0.12678100227407357,0.9615513538271284,1
-0.023814943610682305,0.33988992166834053,1
0.6642004740976203,1.0211213033085738,0
-0.32237425097261707,0.10480173941894343,1
-0.29291270256260055,0.4731603578640299,1
-0.5154211838688632,3.7792130777285813,2
-0.022364898095372728,0.19758188049102982,1
-1.6479479172143747,-0.4901124781880679,1
-1.6479479172074447,-0.49011247822168685,1
0.0072239601899411554,-0.06544500586016215,1
-0.5165313035770015,3.7790510605765966,2
-0.5168799147120408,3.7790001139098837,2
1.0084815027094531,0.4639234139442361,0
0.9193088891625163,-0.47678668632337595,0
-1.6479479172116915,-0.49011247820108056,1
1.1208190705769774,-0.26133897156978314,0
-0.7920006336916658,-0.6313670114471956,1
0.8379860663104249,0.10830111700676481,0
2.222670326496763,-1.1332939084962521,0
-1.568202910896123,-1.0225934182431404,1
-1.647947917216286,-0.49011247817880066,1
0.8801174920634979,-0.5604356889967348,0
0.8263500289121419,-0.09008583250803397,0
-0.035358065519722884,-0.6149642069872108,1
0.9314117011188736,-1.484900678561244,0
0.05203640525567916,0.5760828437207,1
1.0084815027089433,0.4639234139449137,0
1.1956998952835507,1.5598627172393515,0
0.9314120959497135,-1.4849004651891802,0
-0.12678100303931428,0.9615513537710719,1
1.1208188017239442,-0.2613435026262589,0
-0.12177523246871103,0.6395013242383311,1
0.710808199299337,-0.5788483166666192,0
0.9497002818330548,0.18704388706302527,0
-0.32237424723943936,0.10480173403557029,1
-1.5682029109605942,-1.022593418133882,1
-0.7828563193710728,-0.8741668296824717,1
-0.02236489809539698,0.19758188049107517,1
